Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tv por cable,2.0,6.0,0.3333333333333333,4.666666666666666,2019-05-18,gsc_property,worldwide,mobile,
tves chile,2.0,4.0,0.5,1.0,2019-05-18,gsc_property,worldwide,mobile,
tves hd,2.0,3.0,0.6666666666666666,1.0,2019-05-18,gsc_property,worldwide,mobile,
www tuves cl,2.0,2.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
6000 81 6000,1.0,2.0,0.5,1.0,2019-05-18,gsc_property,worldwide,mobile,
cable de television,1.0,2.0,0.5,9.0,2019-05-18,gsc_property,worldwide,mobile,
cable hd,1.0,3.0,0.3333333333333333,1.0,2019-05-18,gsc_property,worldwide,mobile,
cable television,1.0,2.0,0.5,4.0,2019-05-18,gsc_property,worldwide,mobile,
canales de tuves,1.0,2.0,0.5,1.0,2019-05-18,gsc_property,worldwide,mobile,
canales peruanos en chile,1.0,2.0,0.5,4.0,2019-05-18,gsc_property,worldwide,mobile,
compañias de cable,1.0,1.0,1.0,4.0,2019-05-18,gsc_property,worldwide,mobile,
compañías de cable,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
contratar cable,1.0,1.0,1.0,7.0,2019-05-18,gsc_property,worldwide,mobile,
coordenadas tuves hd,1.0,1.0,1.0,2.0,2019-05-18,gsc_property,worldwide,mobile,
cual es el tv cable mas barato en chile,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
donde pagar tuves hd,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
fono tuves hd,1.0,3.0,0.3333333333333333,1.3333333333333333,2019-05-18,gsc_property,worldwide,mobile,
guía de programación,1.0,2.0,0.5,4.0,2019-05-18,gsc_property,worldwide,mobile,
kaon ns1410 manual,1.0,2.0,0.5,2.0,2019-05-18,gsc_property,worldwide,mobile,
kaonmedia hdrec vm9130,1.0,5.0,0.2,1.0,2019-05-18,gsc_property,worldwide,mobile,
mipunto tubes cl,1.0,2.0,0.5,1.0,2019-05-18,gsc_property,worldwide,mobile,
numero de tuves hd chile,1.0,4.0,0.25,1.75,2019-05-18,gsc_property,worldwide,mobile,
numero tuves hd,1.0,5.0,0.2,2.0,2019-05-18,gsc_property,worldwide,mobile,
número de tuves hd,1.0,3.0,0.3333333333333333,2.0,2019-05-18,gsc_property,worldwide,mobile,
pagar tuves,1.0,10.0,0.1,2.0,2019-05-18,gsc_property,worldwide,mobile,
pagar tv cable tuves,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
pago tuves hd,1.0,3.0,0.3333333333333333,2.0,2019-05-18,gsc_property,worldwide,mobile,
planes de tv satelital,1.0,2.0,0.5,5.0,2019-05-18,gsc_property,worldwide,mobile,
planes tuves,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
planes tuves hd,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
planes tv,1.0,2.0,0.5,7.0,2019-05-18,gsc_property,worldwide,mobile,
planes tv cable,1.0,6.0,0.16666666666666666,5.333333333333333,2019-05-18,gsc_property,worldwide,mobile,
programacion de canales,1.0,1.0,1.0,6.0,2019-05-18,gsc_property,worldwide,mobile,
programación cable hoy,1.0,2.0,0.5,8.0,2019-05-18,gsc_property,worldwide,mobile,
soporte tecnico tuves hd,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,mobile,
telefono de tuves hd,1.0,2.0,0.5,2.0,2019-05-18,gsc_property,worldwide,mobile,
telefono tuves,1.0,4.0,0.25,2.0,2019-05-18,gsc_property,worldwide,mobile,
tuves,15.0,27.0,0.5555555555555556,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves programacion,8.0,8.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
canales online,7.0,57.0,0.12280701754385964,8.157894736842106,2019-05-18,gsc_property,worldwide,desktop,
tuves chile,7.0,8.0,0.875,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuveshd,7.0,10.0,0.7,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves hd,5.0,12.0,0.4166666666666667,1.0,2019-05-18,gsc_property,worldwide,desktop,
tu ves,3.0,7.0,0.42857142857142855,1.7142857142857144,2019-05-18,gsc_property,worldwide,desktop,
tu ves hd,3.0,3.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves hd pago,3.0,7.0,0.42857142857142855,2.0,2019-05-18,gsc_property,worldwide,desktop,
cable hd,2.0,10.0,0.2,1.1,2019-05-18,gsc_property,worldwide,desktop,
television satelital,2.0,10.0,0.2,1.6,2019-05-18,gsc_property,worldwide,desktop,
tuves hd cdf hd,2.0,2.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves.cl,2.0,4.0,0.5,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuvez,2.0,2.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tv cable,2.0,27.0,0.07407407407407407,3.740740740740741,2019-05-18,gsc_property,worldwide,desktop,
www.tves,2.0,2.0,1.0,2.0,2019-05-18,gsc_property,worldwide,desktop,
canales adulto online,1.0,1.0,1.0,27.0,2019-05-18,gsc_property,worldwide,desktop,
canales play,1.0,2.0,0.5,2.0,2019-05-18,gsc_property,worldwide,desktop,
decodificador kaonmedia hdrec vm9130,1.0,1.0,1.0,3.0,2019-05-18,gsc_property,worldwide,desktop,
hd tuves,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
plan tv,1.0,4.0,0.25,9.0,2019-05-18,gsc_property,worldwide,desktop,
soporte tecnico tuves hd,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
television hogar,1.0,3.0,0.3333333333333333,7.333333333333333,2019-05-18,gsc_property,worldwide,desktop,
television por cable,1.0,8.0,0.125,6.875,2019-05-18,gsc_property,worldwide,desktop,
todos los canales online,1.0,2.0,0.5,10.0,2019-05-18,gsc_property,worldwide,desktop,
tu ves cable,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tu vez,1.0,2.0,0.5,4.5,2019-05-18,gsc_property,worldwide,desktop,
tu vez hd,1.0,2.0,0.5,1.0,2019-05-18,gsc_property,worldwide,desktop,
tu.tv,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves hd chile planes,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tuves pago,1.0,7.0,0.14285714285714285,2.0,2019-05-18,gsc_property,worldwide,desktop,
tuves satelital,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
tv cable online chile,1.0,3.0,0.3333333333333333,10.0,2019-05-18,gsc_property,worldwide,desktop,
tv online hd,1.0,1.0,1.0,16.0,2019-05-18,gsc_property,worldwide,desktop,
tv online pago,1.0,2.0,0.5,25.0,2019-05-18,gsc_property,worldwide,desktop,
tv prepago,1.0,2.0,0.5,4.0,2019-05-18,gsc_property,worldwide,desktop,
tv satelital,1.0,15.0,0.06666666666666667,6.333333333333333,2019-05-18,gsc_property,worldwide,desktop,
tvcable online,1.0,3.0,0.3333333333333333,5.666666666666667,2019-05-18,gsc_property,worldwide,desktop,
tvhd,1.0,11.0,0.09090909090909091,3.8181818181818183,2019-05-18,gsc_property,worldwide,desktop,
www.tuves.cl,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
+tv,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,desktop,
13.cl programacion,0.0,1.0,0.0,36.0,2019-05-18,gsc_property,worldwide,desktop,
24k png,0.0,1.0,0.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
abcdin visa pago,0.0,1.0,0.0,57.0,2019-05-18,gsc_property,worldwide,desktop,
abonar abcdin,0.0,4.0,0.0,78.0,2019-05-18,gsc_property,worldwide,desktop,
af,0.0,1.0,0.0,60.0,2019-05-18,gsc_property,worldwide,desktop,
antena satelital,0.0,1.0,0.0,70.0,2019-05-18,gsc_property,worldwide,desktop,
antena tv,0.0,1.0,0.0,80.0,2019-05-18,gsc_property,worldwide,desktop,
av.mytubes.xyz,0.0,1.0,0.0,3.0,2019-05-18,gsc_property,worldwide,desktop,
ayuda,0.0,1.0,0.0,31.0,2019-05-18,gsc_property,worldwide,desktop,
bolivia tv hd,0.0,1.0,0.0,73.0,2019-05-18,gsc_property,worldwide,desktop,
buscar caja vecina,0.0,1.0,0.0,80.0,2019-05-18,gsc_property,worldwide,desktop,
cable,0.0,5.0,0.0,12.6,2019-05-18,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,1.0,0.0,59.0,2019-05-18,gsc_property,worldwide,desktop,
cable de tv,0.0,2.0,0.0,2.5,2019-05-18,gsc_property,worldwide,desktop,
cable del puerto,0.0,2.0,0.0,4.5,2019-05-18,gsc_property,worldwide,desktop,
cable hd gratis,0.0,1.0,0.0,15.0,2019-05-18,gsc_property,worldwide,desktop,
cable onda call center,0.0,1.0,0.0,58.0,2019-05-18,gsc_property,worldwide,desktop,
cable por internet chile,0.0,1.0,0.0,8.0,2019-05-18,gsc_property,worldwide,desktop,
cable satelital,0.0,1.0,0.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
cable satelital gratis,0.0,1.0,0.0,7.0,2019-05-18,gsc_property,worldwide,desktop,
cable tv,0.0,9.0,0.0,3.3333333333333335,2019-05-18,gsc_property,worldwide,desktop,
cable tv peru ne,0.0,1.0,0.0,84.0,2019-05-18,gsc_property,worldwide,desktop,
cablehd,0.0,2.0,0.0,1.0,2019-05-18,gsc_property,worldwide,desktop,
cablehd.online,0.0,7.0,0.0,10.0,2019-05-18,gsc_property,worldwide,desktop,
cables chile,0.0,1.0,0.0,100.0,2019-05-18,gsc_property,worldwide,desktop,
cabletv,0.0,3.0,0.0,3.0,2019-05-18,gsc_property,worldwide,desktop,
caja vecina banco estado,0.0,1.0,0.0,75.0,2019-05-18,gsc_property,worldwide,desktop,
caja vecina cerca de mi ubicacion,0.0,1.0,0.0,61.0,2019-05-18,gsc_property,worldwide,desktop,
canal baby tv,0.0,1.0,0.0,68.0,2019-05-18,gsc_property,worldwide,desktop,
canal cdf,0.0,1.0,0.0,32.0,2019-05-18,gsc_property,worldwide,desktop,
canal de las estrellas online chile,0.0,1.0,0.0,24.0,2019-05-18,gsc_property,worldwide,desktop,
canal fox sport vtr,0.0,1.0,0.0,72.0,2019-05-18,gsc_property,worldwide,desktop,
canal hd,0.0,1.0,0.0,11.0,2019-05-18,gsc_property,worldwide,desktop,
canal nickelodeon programacion,0.0,1.0,0.0,87.0,2019-05-18,gsc_property,worldwide,desktop,
canal premium,0.0,1.0,0.0,15.0,2019-05-18,gsc_property,worldwide,desktop,
canal telemundo en vtr,0.0,1.0,0.0,27.0,2019-05-18,gsc_property,worldwide,desktop,
canal tvo,0.0,1.0,0.0,72.0,2019-05-18,gsc_property,worldwide,desktop,
canales adultos online,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,desktop,
canales chile,0.0,1.0,0.0,23.0,2019-05-18,gsc_property,worldwide,desktop,
canales chilenos online,0.0,1.0,0.0,71.0,2019-05-18,gsc_property,worldwide,desktop,
canales de cable online,0.0,1.0,0.0,34.0,2019-05-18,gsc_property,worldwide,desktop,
canales de chile,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,desktop,
canales de hd,0.0,1.0,0.0,50.0,2019-05-18,gsc_property,worldwide,desktop,
canales de pago online,0.0,1.0,0.0,54.0,2019-05-18,gsc_property,worldwide,desktop,
canales ecuatorianos online,0.0,1.0,0.0,83.0,2019-05-18,gsc_property,worldwide,desktop,
canales en hd,0.0,1.0,0.0,11.0,2019-05-18,gsc_property,worldwide,desktop,
canales en linea,0.0,1.0,0.0,9.0,2019-05-18,gsc_property,worldwide,desktop,
canales full hd en vivo,0.0,1.0,0.0,28.0,2019-05-18,gsc_property,worldwide,desktop,
canales hd,0.0,2.0,0.0,11.5,2019-05-18,gsc_property,worldwide,desktop,
canales hd chile,0.0,1.0,0.0,20.0,2019-05-18,gsc_property,worldwide,desktop,
canales nacionales hd,0.0,1.0,0.0,22.0,2019-05-18,gsc_property,worldwide,desktop,
canales on line,0.0,2.0,0.0,10.0,2019-05-18,gsc_property,worldwide,desktop,
canales onlain,0.0,1.0,0.0,7.0,2019-05-18,gsc_property,worldwide,desktop,
canales online hd,0.0,1.0,0.0,8.0,2019-05-18,gsc_property,worldwide,desktop,
canales premium online,0.0,1.0,0.0,50.0,2019-05-18,gsc_property,worldwide,desktop,
canales satelitales,0.0,1.0,0.0,9.0,2019-05-18,gsc_property,worldwide,desktop,
canales tv cable,0.0,1.0,0.0,6.0,2019-05-18,gsc_property,worldwide,desktop,
canalesonline,0.0,4.0,0.0,9.25,2019-05-18,gsc_property,worldwide,desktop,
cartelera de cable,0.0,1.0,0.0,9.0,2019-05-18,gsc_property,worldwide,desktop,
tu tv,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tu ves,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tuves,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tuves hd cdf hd,1.0,1.0,1.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tv satelital,1.0,1.0,1.0,2.0,2019-05-18,gsc_property,worldwide,tablet,
antena tv,0.0,1.0,0.0,97.0,2019-05-18,gsc_property,worldwide,tablet,
cabeñ,0.0,1.0,0.0,11.0,2019-05-18,gsc_property,worldwide,tablet,
cable hd online,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
cable para televisión,0.0,1.0,0.0,8.0,2019-05-18,gsc_property,worldwide,tablet,
canales on line,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
cartelera tv cable,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
claro tv online en vivo,0.0,1.0,0.0,9.0,2019-05-18,gsc_property,worldwide,tablet,
directv prepago guia de canales,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
empresa de cable,0.0,1.0,0.0,6.0,2019-05-18,gsc_property,worldwide,tablet,
guia de canales claro tv,0.0,1.0,0.0,6.0,2019-05-18,gsc_property,worldwide,tablet,
guia programacion,0.0,1.0,0.0,4.0,2019-05-18,gsc_property,worldwide,tablet,
hd,0.0,11.0,0.0,8.09090909090909,2019-05-18,gsc_property,worldwide,tablet,
pagar tuves hd,0.0,2.0,0.0,2.0,2019-05-18,gsc_property,worldwide,tablet,
planes de tv cable,0.0,1.0,0.0,9.0,2019-05-18,gsc_property,worldwide,tablet,
programacion cable,0.0,1.0,0.0,5.0,2019-05-18,gsc_property,worldwide,tablet,
programacion tv cable,0.0,4.0,0.0,9.75,2019-05-18,gsc_property,worldwide,tablet,
programacion tv cable chile,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
programacion tv cable entel chile,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
riverdale planeta hd,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
television hd,0.0,1.0,0.0,10.0,2019-05-18,gsc_property,worldwide,tablet,
television satelital,0.0,1.0,0.0,7.0,2019-05-18,gsc_property,worldwide,tablet,
televisión por cable,0.0,1.0,0.0,6.0,2019-05-18,gsc_property,worldwide,tablet,
tu no ves,0.0,1.0,0.0,5.0,2019-05-18,gsc_property,worldwide,tablet,
tu tv cable,0.0,1.0,0.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tu tv hd,0.0,6.0,0.0,4.0,2019-05-18,gsc_property,worldwide,tablet,
tutv hd,0.0,1.0,0.0,5.0,2019-05-18,gsc_property,worldwide,tablet,
tuveshd.cl,0.0,1.0,0.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tv cable,0.0,2.0,0.0,3.5,2019-05-18,gsc_property,worldwide,tablet,
tv hd,0.0,1.0,0.0,1.0,2019-05-18,gsc_property,worldwide,tablet,
tv prepago,0.0,1.0,0.0,3.0,2019-05-18,gsc_property,worldwide,tablet,
www.mi tv.com,0.0,1.0,0.0,6.0,2019-05-18,gsc_property,worldwide,tablet,
